t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.5000000000e+01, 0.0000000000e+00
3.1250000000e-03, 2.0000000000e+01, 7.8125000000e-02, 2.0000000000e+01, 2.0312748785e-01, 2.5000000000e+01, -3.0092961163e-02
6.2500000000e-03, 2.0000634773e+01, 1.5625000000e-01, 1.9999905959e+01, 4.0625497570e-01, 2.4998530598e+01, -6.0185922326e-02
9.3750000000e-03, 2.0001904320e+01, 2.3437040812e-01, 1.9999717878e+01, 6.0937188645e-01, 2.4995591795e+01, -9.0278741992e-02
1.2500000000e-02, 2.0003808607e+01, 3.1248163248e-01, 1.9999435757e+01, 8.1246764298e-01, 2.4991183667e+01, -1.2037127866e-01
1.5625000000e-02, 2.0006347569e+01, 3.9057908144e-01, 1.9999059597e+01, 1.0155316687e+00, 2.4985306365e+01, -1.5046339084e-01
1.8750000000e-02, 2.0009521105e+01, 4.6865816383e-01, 1.9998589399e+01, 1.2185533883e+00, 2.4977960118e+01, -1.8055493703e-01
2.1875000000e-02, 2.0013329085e+01, 5.4671428920e-01, 1.9998025165e+01, 1.4215222278e+00, 2.4969145231e+01, -2.1064577573e-01
2.5000000000e-02, 2.0017771341e+01, 6.2474286804e-01, 1.9997366897e+01, 1.6244276156e+00, 2.4958862084e+01, -2.4073576546e-01
2.8125000000e-02, 2.0022847678e+01, 7.0273931206e-01, 1.9996614598e+01, 1.8272589828e+00, 2.4947111134e+01, -2.7082476473e-01
3.1250000000e-02, 2.0028557862e+01, 7.8069903435e-01, 1.9995768270e+01, 2.0300057638e+00, 2.4933892913e+01, -3.0091263206e-01
3.4375000000e-02, 2.0034901630e+01, 8.5861744970e-01, 1.9994827918e+01, 2.2326573970e+00, 2.4919208030e+01, -3.3099922596e-01
3.7500000000e-02, 2.0041878684e+01, 9.3648997480e-01, 1.9993793546e+01, 2.4352033248e+00, 2.4903057171e+01, -3.6108440496e-01
4.0625000000e-02, 2.0049488695e+01, 1.0143120285e+00, 1.9992665157e+01, 2.6376329947e+00, 2.4885441095e+01, -3.9116802759e-01
4.3750000000e-02, 2.0057731298e+01, 1.0920790319e+00, 1.9991442757e+01, 2.8399358600e+00, 2.4866360639e+01, -4.2124995240e-01
4.6875000000e-02, 2.0066606098e+01, 1.1697864089e+00, 1.9990126351e+01, 3.0421013794e+00, 2.4845816717e+01, -4.5133003792e-01
5.0000000000e-02, 2.0076112664e+01, 1.2474295861e+00, 1.9988715944e+01, 3.2441190188e+00, 2.4823810316e+01, -4.8140814272e-01
5.3125000000e-02, 2.0086250536e+01, 1.3250039934e+00, 1.9987211544e+01, 3.4459782507e+00, 2.4800342500e+01, -5.1148412535e-01
5.6250000000e-02, 2.0097019218e+01, 1.4025050637e+00, 1.9985613156e+01, 3.6476685555e+00, 2.4775414410e+01, -5.4155784438e-01
5.9375000000e-02, 2.0108418183e+01, 1.4799282337e+00, 1.9983920788e+01, 3.8491794219e+00, 2.4749027261e+01, -5.7162915841e-01
6.2500000000e-02, 2.0120446868e+01, 1.5572689439e+00, 1.9982134447e+01, 4.0505003471e+00, 2.4721182345e+01, -6.0169792602e-01
6.5625000000e-02, 2.0133104682e+01, 1.6345226387e+00, 1.9980254141e+01, 4.2516208379e+00, 2.4691881028e+01, -6.3176400581e-01
6.8750000000e-02, 2.0146390997e+01, 1.7116847669e+00, 1.9978279878e+01, 4.4525304105e+00, 2.4661124754e+01, -6.6182725641e-01
7.1875000000e-02, 2.0160305154e+01, 1.7887507818e+00, 1.9976211668e+01, 4.6532185919e+00, 2.4628915039e+01, -6.9188753643e-01
7.5000000000e-02, 2.0174846463e+01, 1.8657161413e+00, 1.9974049519e+01, 4.8536749198e+00, 2.4595253478e+01, -7.2194470452e-01
7.8125000000e-02, 2.0190014197e+01, 1.9425763084e+00, 1.9971793442e+01, 5.0538889436e+00, 2.4560141738e+01, -7.5199861935e-01
8.1250000000e-02, 2.0205807600e+01, 2.0193267513e+00, 1.9969443446e+01, 5.2538502243e+00, 2.4523581564e+01, -7.8204913957e-01
8.4375000000e-02, 2.0222225882e+01, 2.0959629437e+00, 1.9966999543e+01, 5.4535483357e+00, 2.4485574775e+01, -8.1209612387e-01
8.7500000000e-02, 2.0239268220e+01, 2.1724803649e+00, 1.9964461742e+01, 5.6529728649e+00, 2.4446123263e+01, -8.4213943096e-01
9.0625000000e-02, 2.0256933760e+01, 2.2488745001e+00, 1.9961830057e+01, 5.8521134122e+00, 2.4405228999e+01, -8.7217891955e-01
9.3750000000e-02, 2.0275221615e+01, 2.3251408407e+00, 1.9959104498e+01, 6.0509595923e+00, 2.4362894026e+01, -9.0221444839e-01
9.6875000000e-02, 2.0294130864e+01, 2.4012748845e+00, 1.9956285077e+01, 6.2495010347e+00, 2.4319120462e+01, -9.3224587621e-01
1.0000000000e-01, 2.0313660554e+01, 2.4772721360e+00, 1.9953371809e+01, 6.4477273839e+00, 2.4273910501e+01, -9.6227306180e-01
1.0312500000e-01, 2.0333809702e+01, 2.5531281063e+00, 1.9950364706e+01, 6.6456283003e+00, 2.4227266410e+01, -9.9229586395e-01
1.0625000000e-01, 2.0354577291e+01, 2.6288383138e+00, 1.9947263781e+01, 6.8431934608e+00, 2.4179190531e+01, -1.0223141415e+00
1.0937500000e-01, 2.0375962270e+01, 2.7043982842e+00, 1.9944069050e+01, 7.0404125588e+00, 2.4129685281e+01, -1.0523277532e+00
1.1250000000e-01, 2.0397963560e+01, 2.7798035507e+00, 1.9940780525e+01, 7.2372753053e+00, 2.4078753149e+01, -1.0823365579e+00
1.1562500000e-01, 2.0420580045e+01, 2.8550496543e+00, 1.9937398224e+01, 7.4337714293e+00, 2.4026396701e+01, -1.1123404146e+00
